Ring,Terr_ID,Year,Sex,Morph,Rank,Brood_Size,Hatch,Lprev,Lbinom,Ekto,Dead,DateDeath,CauseDeath,cond
3403661,123,2010,Male,4,4,4,130,1,1,0,Yes,2011-03-29T00:00:00Z,NA,1.2764153153318227
3403662,123,2010,Male,4,2,4,127,0,0,0,NA,NA,NA,1.6667507057250626
3403664,31,2010,Male,3,2,3,127,0,0,0,NA,NA,NA,-1.1025593813957661
3403665,31,2010,Male,3,1,3,125,0,0,0,NA,NA,NA,-0.10062240902576403
3403666,31,2010,Male,2,3,3,128,1,1,0,NA,NA,NA,0.5425361681009381
3403667,122,2010,Male,4,3,3,125,1,1,0,NA,NA,NA,0.895463789386436
3403668,122,2010,Female,4,1,3,127,0,0,0,NA,NA,NA,1.417015537394444
3403669,122,2010,Female,4,2,3,124,1,1,0,NA,NA,NA,1.0488758011868753
3403670,13,2010,Male,3,1,1,130,1,1,0,NA,NA,NA,0.9963177173354104
3403671,53,2010,Female,3,3,3,131,1,1,1,NA,NA,NA,-0.3087347319888662
3403701,218,2010,Male,3,2,2,129,0,0,0,NA,NA,NA,0.6840268289671454
3403674,221,2010,Female,3,2,2,136,1,1,0,NA,NA,NA,-2.4863275293272054
3403675,221,2010,Male,3,1,2,135,1,1,0,Yes,2010-09-18T00:00:00Z,NA,-0.45511333002852367
3403676,251,2010,Female,3,1,1,132,1,1,1,NA,NA,NA,1.2144749987639158
3403677,198,2010,Female,4,1,2,130,1,1,2,NA,NA,NA,-0.4272117348007035
3403679,90,2010,Female,4,3,3,135,0,0,3,NA,NA,NA,0.720486618143246
3403680,90,2010,Female,3,2,3,131,1,1,0,NA,NA,NA,0.03938675376016523
3403681,90,2010,Female,4,1,3,131,1,1,0,NA,NA,NA,1.3456374475803274
3403682,172,2010,Male,2,2,2,129,1,1,0,NA,NA,NA,1.2804660350838875
3403683,172,2010,Male,2,1,2,127,1,1,0,Yes,2012-04-15T00:00:00Z,NA,1.3311488314692441
3403684,242,2010,Female,3,1,1,130,1,1,2,NA,NA,NA,0.6221457700943163
3403685,204,2010,Male,3,2,4,134,1,1,0,NA,NA,NA,0.294931775393995
3403686,204,2010,Female,3,1,4,132,1,1,0,NA,NA,NA,0.6542798027710911
3403688,204,2010,Female,3,3,4,135,1,1,0,NA,NA,NA,-1.0433027787192641
3403689,40,2010,Male,4,1,2,133,1,1,0,NA,NA,NA,-0.49678050178492206
3403690,40,2010,Male,4,2,2,136,0,0,0,NA,NA,NA,-0.9602204031590942
3403691,239,2010,Female,3,1,1,141,1,1,0,NA,NA,NA,-1.6246426170665198
3403692,258,2010,Female,4,2,2,137,0,0,1,NA,NA,NA,0.5167940779881794
3403693,258,2010,Male,4,1,2,134,0,0,0,NA,NA,NA,0.3039376892735657
3403696,152,2010,Female,3,1,1,122,1,1,0,NA,NA,NA,-0.415590826937571
3403697,64,2010,Female,3,1,2,137,1,1,0,NA,NA,NA,-0.30110180497983413
3403698,64,2010,Female,3,2,2,141,1,1,2,NA,NA,NA,-1.026660272839661
3403699,114,2010,Male,2,1,2,131,1,1,0,NA,NA,NA,-1.3405313593147048
3403700,114,2010,Male,3,2,2,132,1,1,0,NA,NA,NA,-2.080983006732011
3403702,218,2010,Female,3,1,2,129,1,1,1,NA,NA,NA,0.7507326996268899
3403703,226,2010,Male,4,1,4,131,1,1,0,NA,NA,NA,0.743817908279975
3403704,226,2010,Male,4,2,4,132,1,1,2,NA,NA,NA,-0.12398650919813406
3403705,226,2010,Female,4,3,4,136,1,1,2,NA,NA,NA,-1.358400513649502
3403706,226,2010,Female,4,4,4,139,1,1,2,NA,NA,NA,-2.1192999594203865
3403707,224,2010,Female,4,2,2,133,0,0,1,NA,NA,NA,0.589539258274256
3403709,220,2010,Male,3,2,3,130,1,1,0,NA,NA,NA,0.5323850467831853
3403710,220,2010,Female,3,1,3,128,0,0,0,NA,NA,NA,0.4404047096206221
3403711,220,2010,Female,3,3,3,134,0,0,0,NA,NA,NA,-0.016782151159546375
3403712,133,2010,Female,4,1,2,140,0,0,2,NA,NA,NA,0.7773316082574161
3403714,241,2010,Male,4,3,3,133,1,1,1,NA,NA,NA,0.6303249105921327
3403715,241,2010,Male,4,1,3,139,1,1,2,NA,NA,NA,-0.5908350831058823
3403716,241,2010,Male,4,2,3,131,1,1,1,NA,NA,NA,1.023919605198885
3403717,271,2010,Male,4,1,1,121,1,1,0,NA,NA,NA,0.2591040085138222
3403718,89,2010,Female,2,1,2,132,1,1,2,NA,NA,NA,0.7666337757736892
3403719,89,2010,Female,4,2,2,133,0,0,1,NA,NA,NA,0.5947460486333302
3403720,256,2010,Female,4,2,2,139,0,0,0,NA,NA,NA,-0.5232519787497204
3403721,256,2010,Male,3,1,2,137,0,0,0,NA,NA,NA,0.9841638064094639
3403722,222,2010,Female,2,1,1,122,1,1,0,NA,NA,NA,1.4354259260440043
3403723,264,2010,Female,3,1,3,125,0,0,0,NA,NA,NA,-0.192913240087869
3403724,264,2010,Female,3,3,3,133,0,0,0,NA,NA,NA,-0.49798013185506357
3403725,264,2010,Female,2,2,3,130,1,1,0,NA,NA,NA,-0.22546695889580284
3403726,52,2010,Female,3,1,1,138,0,0,2,NA,NA,NA,0.20570844331416194
3403727,201,2010,Female,4,2,2,134,1,1,0,NA,NA,NA,0.8605511066152406
3403728,201,2010,Male,3,1,2,133,0,0,0,NA,NA,NA,0.31675475926836405
3403729,117,2010,Male,4,1,2,129,1,1,0,NA,NA,NA,0.27303576141641694
3403730,117,2010,Female,3,2,2,130,1,1,0,NA,NA,NA,-0.8721733302218432
3406151,228,2010,Female,3,3,3,124,1,1,0,NA,NA,NA,-0.4272117348007035
3406152,228,2010,Female,3,1,3,125,1,1,0,NA,NA,NA,0.22524705559467806
3406153,154,2010,Male,3,2,3,129,0,0,0,NA,NA,NA,-2.2013962715852533
3406154,154,2010,Female,2,3,3,124,1,1,1,NA,NA,NA,-0.9515012150077852
3406155,154,2010,Female,3,1,3,125,1,1,0,NA,NA,NA,-0.7073093327971158
3406156,148,2010,Female,3,2,4,130,1,1,0,NA,NA,NA,-0.4280535540264195
3406157,148,2010,Male,4,4,4,125,1,1,0,NA,NA,NA,0.04766912524751373
3406158,148,2010,Male,4,1,4,130,1,1,0,NA,NA,NA,-0.31263346893459054
3406159,148,2010,Female,4,3,4,126,0,0,0,Yes,2010-12-12T00:00:00Z,NA,-1.6411988342183088
3406160,191,2010,Male,3,2,2,129,0,0,1,NA,NA,NA,-0.0978090215245241
3406161,191,2010,Male,3,1,2,126,0,0,0,Yes,2011-02-20T00:00:00Z,NA,0.514010887770875
3406164,6,2010,Male,3,1,3,124,0,0,0,NA,NA,NA,0.160075643098238
3406165,6,2010,Female,3,2,3,124,0,0,0,NA,NA,NA,0.7205505823522764
3406166,6,2010,Male,3,3,3,127,0,0,0,NA,NA,NA,0.31701815003153305
3406167,203,2010,Male,4,1,1,126,0,0,0,NA,NA,NA,0.8249815482340145
3406168,50,2010,Male,3,3,3,130,0,0,0,NA,NA,NA,0.014097937039462646
3406169,50,2010,Male,4,2,3,126,1,1,0,NA,NA,NA,-0.9761295118356148
3406170,50,2010,Female,3,1,3,125,1,1,0,Yes,2010-07-14T00:00:00Z,NA,-1.4316874622339992
3406171,129,2010,Male,3,2,2,127,0,0,1,Yes,2010-07-17T00:00:00Z,NA,-1.7058866209678651
3406172,129,2010,Female,4,1,2,125,0,0,0,NA,NA,NA,-1.9218582587277209
3406173,127,2010,Male,3,2,2,131,1,1,0,NA,NA,NA,-0.5429909592423681
3406174,127,2010,Male,3,1,2,127,1,1,0,NA,NA,NA,-0.2089783361893824
3406175,132,2010,Male,3,1,1,121,1,1,0,Yes,2010-12-26T00:00:00Z,NA,-0.08009216833084912
3406176,94,2010,Male,3,2,2,128,0,0,0,NA,NA,NA,1.2367201548102882
3406177,94,2010,Male,3,1,2,125,0,0,0,NA,NA,NA,1.0471262453178198
3406178,250,2010,Male,3,2,2,131,0,0,0,NA,NA,NA,1.62847975098382
3406179,250,2010,Male,2,1,2,128,1,1,1,NA,NA,NA,1.4653897039911083
3406180,134,2010,Male,2,3,3,124,1,1,0,NA,NA,NA,-0.6802171508909991
3406181,134,2010,Male,3,1,3,126,0,0,0,Yes,2012-06-06T00:00:00Z,NA,0.22341239880549582
3406182,134,2010,Female,2,2,3,122,1,1,0,NA,NA,NA,-0.25201016278533983
3406183,257,2010,Female,4,1,2,126,0,0,0,NA,NA,NA,0.062040528994238744
3406184,257,2010,Female,4,2,2,127,0,0,0,NA,NA,NA,0.5558304408096774
3406185,111,2010,Male,2,2,3,125,1,1,0,NA,NA,NA,1.779262887529411
3406186,111,2010,Female,3,1,3,124,1,1,0,NA,NA,NA,0.5805017833540702
3406187,111,2010,Female,3,3,3,128,0,0,0,Yes,2011-02-06T00:00:00Z,NA,0.7361816865104843
3406188,83,2010,Male,4,1,3,126,0,0,0,NA,NA,NA,0.16388889027535952
3406189,83,2010,Male,4,2,3,127,0,0,0,Yes,2011-01-23T00:00:00Z,NA,-0.6668465794661746
3406190,83,2010,Male,4,3,3,131,0,0,0,NA,NA,NA,-1.2194275259126661
3406191,247,2010,Female,3,2,2,128,1,1,0,NA,NA,NA,0.8816800594958863
3406192,247,2010,Male,2,1,2,125,0,0,0,NA,NA,NA,1.8256847128011935
3406193,150,2010,Male,4,1,1,125,1,1,0,NA,NA,NA,1.486488513829132
3406194,27,2010,Female,3,1,1,127,0,0,0,NA,NA,NA,-0.6980244574478048
3406195,28,2010,Male,3,2,2,126,1,1,0,NA,NA,NA,2.1186505474775417
3406196,28,2010,Female,3,1,2,125,1,1,0,NA,NA,NA,0.9178664767711309
3406197,23,2010,Female,3,2,4,119,1,1,0,Yes,2011-03-10T00:00:00Z,NA,0.06373207822982249
3406198,23,2010,Female,3,4,4,117,0,0,0,NA,NA,NA,-0.25246952375218296
3406199,23,2010,Male,3,3,4,117,0,0,0,NA,NA,NA,0.03309156548517628
3406200,23,2010,Male,3,1,4,117,1,1,0,NA,NA,NA,0.13298696241821079
3406201,62,2010,Female,4,1,4,121,1,1,0,NA,NA,NA,-0.1835584821192873
3406202,62,2010,Female,4,3,4,123,1,1,0,NA,NA,NA,0.6336927830288485
3406203,62,2010,Male,4,2,4,121,0,0,0,NA,NA,NA,-0.4645255991973288
3406204,62,2010,Female,4,4,4,127,1,1,0,NA,NA,NA,-1.5202302016190223
3406205,149,2010,Male,3,3,3,128,1,1,1,NA,NA,NA,0.27101186361775037
3406206,149,2010,Female,4,2,3,124,1,1,0,NA,NA,NA,-0.13359770621635209
3406207,149,2010,Female,3,1,3,122,0,0,0,NA,NA,NA,-0.8454912794541222
3406208,253,2010,Male,4,3,3,126,0,0,0,NA,NA,NA,-0.8405616936032884
3406209,253,2010,Female,4,1,3,127,1,1,0,NA,NA,NA,-0.4441158165867107
3406210,253,2010,Female,4,2,3,126,1,1,0,NA,NA,NA,-0.7991060543098302
3406211,79,2010,Female,3,1,1,123,1,1,0,NA,NA,NA,1.7603451078619337
3406212,252,2010,Female,3,1,2,129,0,0,0,NA,NA,NA,0.015637771127009537
3406213,252,2010,Male,3,2,2,134,0,0,0,NA,NA,NA,-0.6051561968305693
3406214,125,2010,Female,3,1,1,136,0,0,0,NA,NA,NA,0.26979231885373134
3406215,245,2010,Male,2,2,2,126,0,0,0,NA,NA,NA,1.2427801630919688
3406216,245,2010,Female,4,1,2,124,0,0,0,NA,NA,NA,1.9473345797672916
3406217,112,2010,Male,3,3,3,124,1,1,0,NA,NA,NA,1.4934233582797523
3406218,112,2010,Female,3,1,3,129,1,1,1,Yes,2010-12-25T00:00:00Z,NA,1.9062965576027928
3406219,112,2010,Female,4,2,3,122,0,0,0,NA,NA,NA,1.2552407055189705
3406220,35,2010,Male,3,3,3,128,1,1,0,NA,NA,NA,0.11223864978856682
3406221,35,2010,Male,4,2,3,126,1,1,0,NA,NA,NA,-0.9806104926014945
3406222,35,2010,Male,3,1,3,126,1,1,0,NA,NA,NA,-0.4378054248865052
3406224,78,2010,Female,3,1,2,125,1,1,0,NA,NA,NA,-0.6038794142574282
3406225,60,2010,Female,2,1,2,123,1,1,1,NA,NA,NA,-0.03418025202157781
3406226,60,2010,Female,2,2,2,124,1,1,0,NA,NA,NA,0.3406613332189561
3406227,213,2010,Female,3,2,3,128,0,0,0,NA,NA,NA,-1.100083804624404
3406228,213,2010,Male,3,1,3,127,0,0,0,NA,NA,NA,0.8750539714360713
3406229,213,2010,Female,3,3,3,130,1,1,0,Yes,2010-10-16T00:00:00Z,NA,0.6474674821925819
3406230,168,2010,Female,4,1,2,126,1,1,0,NA,NA,NA,0.6670020089733683
3406231,168,2010,Female,4,2,2,128,1,1,0,NA,NA,NA,0.6762745753989388
3406232,195,2010,Male,3,2,2,128,0,0,0,Yes,2011-03-04T00:00:00Z,NA,0.44017324109465034
3406233,195,2010,Female,4,1,2,126,1,1,0,NA,NA,NA,1.1775212278314173
3406234,85,2010,Female,3,3,3,130,0,0,1,NA,NA,NA,-0.05277651279844905
3406235,85,2010,Male,3,2,3,127,0,0,0,NA,NA,NA,0.3502273125957204
3406236,85,2010,Male,3,1,3,127,1,1,0,NA,NA,NA,0.6299506958778766
3406237,109,2010,Female,4,2,3,124,0,0,0,NA,NA,NA,-0.4804356761093651
3406240,238,2010,Female,3,2,2,122,1,1,0,NA,NA,NA,-2.2642212234908485
3406241,238,2010,Female,4,1,2,121,0,0,0,NA,NA,NA,-2.5119811188628867
3406242,54,2010,Female,3,1,2,124,1,1,0,NA,NA,NA,-1.0406308721021897
3406243,54,2010,Female,3,2,2,128,0,0,0,NA,NA,NA,-1.312418370375589
3406244,182,2010,Female,4,2,2,136,1,1,0,NA,NA,NA,0.8546265629640314
3406245,182,2010,Male,3,1,2,133,1,1,0,NA,NA,NA,1.2998237033699012
3406246,270,2010,Male,3,1,2,140,0,0,0,NA,NA,NA,0.3029487258399348
3406247,270,2010,Male,4,2,2,145,0,0,0,NA,NA,NA,0.1275027307740429
3406248,263,2010,Female,4,1,2,122,1,1,0,NA,NA,NA,-0.7079370124562961
3406249,263,2010,Female,4,2,2,125,1,1,0,Yes,2015-05-09T00:00:00Z,NA,-0.34367090471366135
3406250,123,2010,Female,4,3,4,125,0,0,0,NA,NA,NA,-1.1420353390087292
3403732,149,2011,Female,3,1,1,126,0,0,2,NA,NA,NA,-1.9121097538695657
3403733,53,2011,Male,3,1,1,127,0,0,1,NA,NA,NA,-0.6592323299198415
3403735,290,2011,Female,4,1,1,119,0,0,0,NA,NA,NA,1.6308195011053745
3403736,263,2011,Male,4,1,2,127,0,0,0,Yes,2013-03-09T00:00:00Z,NA,0.09005124359913491
3403738,96,2011,Male,3,2,2,121,1,1,0,NA,NA,NA,1.0739511180003014
3403739,96,2011,Female,3,1,2,120,0,0,2,NA,NA,NA,0.07224393704232908
3403740,193,2011,Female,4,1,1,116,1,1,2,NA,NA,NA,2.4605891028529645
3403746,223,2011,Female,3,1,1,120,0,0,3,NA,NA,NA,1.7046683247841874
3403747,235,2011,Female,3,1,3,123,0,0,3,NA,NA,NA,1.37948378299864
3403748,235,2011,Male,3,2,3,128,0,0,3,NA,NA,NA,-1.0106544960521602
3403750,55,2011,Male,3,1,2,122,1,1,3,NA,NA,NA,0.36609812184348256
3405752,243,2011,Male,4,1,1,129,1,1,0,NA,NA,NA,0.7670286473214075
3405755,275,2011,Male,4,1,2,132,0,0,3,NA,NA,NA,-0.49678050178492206
3405756,275,2011,Female,3,2,2,137,0,0,4,NA,NA,NA,-1.1584130266504884
3405757,95,2011,Male,3,1,2,134,1,1,0,NA,NA,NA,-0.530001527722501
3405758,95,2011,Male,3,2,2,137,0,0,1,NA,NA,NA,-0.07749841171065533
3405761,232,2011,Female,4,1,1,132,0,0,3,NA,NA,NA,-0.2296088933605533
3405766,285,2011,Male,4,2,2,135,0,0,2,NA,NA,NA,0.004212081151828432
3405767,285,2011,Female,4,1,2,131,1,1,2,NA,NA,NA,-0.12352125158582403
3405768,150,2011,Male,4,1,1,138,1,1,4,Yes,2011-06-16T00:00:00Z,NA,-0.15217485198601655
3405769,233,2011,Female,3,1,1,131,1,1,0,Yes,2012-01-06T00:00:00Z,NA,-1.0134013086310147
3405770,242,2011,Male,3,1,1,133,1,1,1,NA,NA,NA,0.9626825650955566
3405771,254,2011,Female,3,2,2,138,1,1,2,NA,NA,NA,-3.376459940809715
3405772,254,2011,Female,3,1,2,135,1,1,2,NA,NA,NA,-0.7752606893830016
3405773,170,2011,Female,3,1,3,127,0,0,1,NA,NA,NA,1.7763776920776044
3405774,170,2011,Male,3,3,3,131,0,0,0,NA,NA,NA,1.707857937960011
3405775,170,2011,Male,3,2,3,128,0,0,0,NA,NA,NA,0.881033332751318
3405776,171,2011,Female,4,1,2,126,0,0,1,NA,NA,NA,0.8149064162937166
3405777,171,2011,Male,4,2,2,132,0,0,1,NA,NA,NA,1.0000905712285246
3405778,63,2011,Female,3,1,1,128,1,1,0,Yes,2013-03-25T00:00:00Z,NA,-1.0400408841821653
3405781,246,2011,Male,4,1,1,142,0,0,1,NA,NA,NA,2.011079662336494
3405782,231,2011,Female,4,1,1,129,0,0,0,NA,NA,NA,-1.1116753992549129
3405785,115,2011,Female,4,1,2,129,0,0,2,NA,NA,NA,0.866807510367259
3405786,115,2011,Female,4,2,2,133,1,1,2,NA,NA,NA,1.8371619343890624
3405787,70,2011,Male,4,1,1,135,0,0,2,NA,NA,NA,0.5259897130929885
3405788,152,2011,Female,3,2,2,135,1,1,1,NA,NA,NA,-2.566820044661101
3405789,152,2011,Female,2,1,2,128,1,1,0,NA,NA,NA,-0.8841775380810797
3405790,116,2011,Male,3,1,1,134,1,1,0,NA,NA,NA,0.7526093665982473
3405791,224,2011,Male,4,1,1,140,1,1,2,NA,NA,NA,-0.1199276091698571
3405792,214,2011,Female,4,1,1,125,1,1,2,NA,NA,NA,0.7660882034048498
3405793,59,2011,Female,4,1,1,139,1,1,2,Yes,2012-05-18T00:00:00Z,NA,-1.791290324695249
3405794,293,2011,Male,4,1,2,127,1,1,2,NA,NA,NA,-0.12383353012634235
3405795,293,2011,Female,4,2,2,127,1,1,0,NA,NA,NA,0.9209363156718847
3405796,181,2011,Male,4,1,1,138,1,1,3,Yes,2013-03-08T00:00:00Z,NA,-0.6141573056918557
3405797,141,2011,Female,4,1,1,123,1,1,1,NA,NA,NA,0.20558009140785713
3405799,298,2011,Male,3,3,3,135,1,1,0,NA,NA,NA,-0.4001195528945867
3405800,298,2011,Male,3,1,3,139,1,1,0,NA,NA,NA,-0.627235626742592
3405801,236,2011,Male,2,1,2,134,1,1,1,NA,NA,NA,-0.5600898808926198
3405802,236,2011,Male,2,2,2,140,1,1,0,NA,NA,NA,-2.108705452186271
3405803,35,2011,Female,3,1,1,132,1,1,0,Yes,2012-04-10T00:00:00Z,NA,-0.28229251073453543
3405804,311,2011,Male,4,1,1,127,1,1,1,NA,NA,NA,-0.08183748499185568
3405806,74,2011,Male,4,1,1,135,1,1,0,NA,NA,NA,-0.03526322205226879
3405808,159,2011,Female,2,1,2,128,1,1,2,NA,NA,NA,-1.4258743676775822
3405809,159,2011,Male,2,2,2,133,1,1,2,NA,NA,NA,0.3730329662941029
3405810,111,2011,Female,2,3,3,134,0,0,2,NA,NA,NA,0.15657634641058832
3405811,111,2011,Male,3,1,3,140,0,0,1,NA,NA,NA,-0.38995272872429476
3405812,111,2011,Female,3,2,3,133,1,1,0,Yes,2012-09-18T00:00:00Z,NA,0.5580002832547016
3405813,87,2011,Female,2,1,1,132,1,1,0,NA,NA,NA,0.8886722464652604
3405814,172,2011,Male,3,1,1,137,1,1,1,NA,NA,NA,-0.6580297447015672
3405815,107,2011,Female,4,1,1,138,1,1,2,NA,NA,NA,-0.7770283361942957
3405816,203,2011,Female,4,1,1,129,1,1,1,NA,NA,NA,-1.5316395258754436
3405817,108,2011,Female,3,1,1,140,0,0,1,NA,NA,NA,-0.19443542737029973
3405818,303,2011,Male,3,1,1,141,1,1,2,Yes,2012-01-22T00:00:00Z,NA,-0.876919777963484
3405819,101,2011,Male,4,1,1,137,1,1,1,Yes,2012-03-28T00:00:00Z,NA,-0.17501573203211132
3405820,42,2011,Female,4,1,1,138,1,1,1,NA,NA,NA,-1.3739732736040398
3405821,201,2011,Male,4,1,1,132,0,0,0,NA,NA,NA,0.8138464067015758
3405822,266,2011,Male,4,1,2,128,0,0,1,Yes,2014-05-19T00:00:00Z,Predation,0.047121197105883986
3405823,266,2011,Female,4,2,2,131,1,1,0,Yes,2013-05-25T00:00:00Z,NA,0.02901491312318041
3405828,62,2011,Female,4,1,1,133,1,1,2,NA,NA,NA,-0.5572867094936106
3405830,137,2011,Male,2,1,2,143,1,1,0,Yes,2014-01-01T00:00:00Z,NA,1.767450418745893
3405831,137,2011,Female,3,2,2,145,0,0,0,NA,NA,NA,0.2176224817801
3405832,256,2011,Female,4,1,1,143,0,0,2,NA,NA,NA,1.0287210454634665
3405833,296,2011,Female,2,1,1,143,1,1,0,NA,NA,NA,-3.0753226960045987
3405834,204,2011,Male,4,1,2,145,1,1,1,NA,NA,NA,0.7304044811774767
3405835,204,2011,Male,3,2,2,149,1,1,0,Yes,2013-03-28T00:00:00Z,NA,1.0897923824589886
3406453,127,2011,Male,4,1,1,130,1,1,3,NA,NA,NA,-0.4013567560804526
3406454,156,2011,Female,4,1,2,124,0,0,0,NA,NA,NA,-0.3508811550717479
3406455,156,2011,Male,4,2,2,127,0,0,3,NA,NA,NA,-2.1799005262609903
3406456,244,2011,Female,3,2,3,124,1,1,4,NA,NA,NA,0.6542798027710911
3406457,244,2011,Female,4,3,3,120,1,1,4,NA,NA,NA,0.20226386313596728
3406458,244,2011,Male,3,1,3,121,1,1,3,Yes,2011-12-26T00:00:00Z,NA,0.9641244269635578
3406463,183,2011,Male,4,1,2,126,0,0,2,NA,NA,NA,1.3249320164278915
3406477,207,2011,Female,4,1,2,134,0,0,3,NA,NA,NA,-0.6282891119885224
3406478,207,2011,Female,4,2,2,136,0,0,1,NA,NA,NA,-1.0559136304552825
3406479,65,2011,Female,4,1,2,130,0,0,2,NA,NA,NA,-0.04596419221993982
3406480,65,2011,Male,4,2,2,134,1,1,2,NA,NA,NA,-0.004526923278840572
3406481,216,2011,Male,4,1,1,128,1,1,1,NA,NA,NA,0.5137559220074768
3406482,292,2011,Male,4,1,1,126,1,1,2,NA,NA,NA,0.980072693373392
3406484,33,2011,Male,3,1,1,134,0,0,0,Yes,2014-03-01T00:00:00Z,Predation,1.042891980274994
3406486,17,2011,Female,4,2,2,121,0,0,0,Yes,2013-02-27T00:00:00Z,NA,1.707100304356496
3406487,17,2011,Male,4,1,2,120,0,0,0,NA,NA,NA,-0.5276291477569449
3406488,102,2011,Male,4,1,1,128,1,1,0,NA,NA,NA,0.6078643212403384
3406489,12,2011,Male,4,1,2,130,0,0,1,NA,NA,NA,-0.25588193284317756
3406492,191,2011,Male,2,1,2,127,0,0,1,NA,NA,NA,-0.38072000702217634
3406497,103,2011,Male,4,1,1,132,0,0,0,NA,NA,NA,0.10021806776942686
3406498,133,2011,Male,4,1,1,136,0,0,2,NA,NA,NA,-0.07390675367620975
3406499,132,2011,Male,3,1,1,127,1,1,2,NA,NA,NA,1.2427801630919688
3406500,81,2011,Male,3,1,2,137,0,0,4,NA,NA,NA,0.07657396403521748
3405838,225,2012,Male,3,1,4,114,0,0,0,NA,NA,NA,0.01606228980007211
3405839,225,2012,Male,3,3,4,117,0,0,0,NA,NA,NA,-0.45162452878036097
3405840,225,2012,Female,3,2,4,116,0,0,1,NA,NA,NA,0.23669647999176713
3405843,57,2012,Female,3,3,3,117,0,0,0,NA,NA,NA,0.32867103010173304
3405844,57,2012,Male,3,1,3,118,0,0,1,NA,NA,NA,0.044941601403557505
3405845,121,2012,Female,4,2,2,111,0,0,0,NA,NA,NA,1.3109278956197146
3405846,121,2012,Female,3,1,2,111,0,0,0,NA,NA,NA,1.569377166959926
3405847,178,2012,Female,4,1,3,114,0,0,0,Yes,2013-04-01T00:00:00Z,NA,-0.23107740548073105
3405848,178,2012,Female,4,3,3,118,0,0,1,NA,NA,NA,-0.5477739974873159
3405849,178,2012,Female,4,2,3,116,0,0,2,NA,NA,NA,-0.4414150940143099
3405850,62,2012,Female,4,1,3,115,0,0,0,NA,NA,NA,0.2795264363123472
3405851,62,2012,Male,4,3,3,117,0,0,0,NA,NA,NA,-0.1349984731736929
3405852,62,2012,Female,4,2,3,115,0,0,0,Yes,2013-01-28T00:00:00Z,NA,0.2795264363123472
3405853,229,2012,Male,2,2,2,114,0,0,0,Yes,2013-01-01T00:00:00Z,NA,0.6531305642905152
3405854,229,2012,Female,3,1,2,112,0,0,0,Yes,2013-04-03T00:00:00Z,NA,1.1151919065207643
3405855,305,2012,Female,4,1,1,114,1,1,0,NA,NA,NA,0.3964414674387991
3405856,303,2012,Male,4,3,3,119,0,0,0,NA,NA,NA,0.3977911227430292
3405857,303,2012,Male,3,2,3,118,0,0,0,NA,NA,NA,0.8060873110894008
3405858,303,2012,Female,4,1,3,118,0,0,0,Yes,2014-03-01T00:00:00Z,NA,0.1688891769778642
3405859,190,2012,Female,3,1,3,110,0,0,0,NA,NA,NA,0.17015151079799715
3405860,190,2012,Male,3,2,3,110,0,0,0,NA,NA,NA,0.016215268871863826
3405861,190,2012,Male,2,3,3,113,0,0,0,NA,NA,NA,0.25721414111796503
3405862,23,2012,Male,3,1,2,112,1,1,0,NA,NA,NA,-0.1508041453385262
3405863,23,2012,Male,3,2,2,112,0,0,0,NA,NA,NA,-0.23297640089052837
3405864,56,2012,Female,2,1,2,116,1,1,0,NA,NA,NA,0.4966218892755757
3405865,56,2012,Female,3,2,2,117,0,0,0,NA,NA,NA,0.7983558297012064
3405866,286,2012,Female,4,3,3,117,1,1,0,NA,NA,NA,0.036782413481440436
3405867,286,2012,Male,4,1,3,120,0,0,2,NA,NA,NA,0.6078643212403384
3405868,286,2012,Female,4,2,3,115,0,0,1,Yes,2013-01-01T00:00:00Z,NA,1.378843042958982
3405869,208,2012,Male,3,1,3,118,0,0,1,NA,NA,NA,-0.10528762155137188
3405870,208,2012,Male,3,3,3,122,0,0,0,Yes,2012-10-12T00:00:00Z,NA,-0.10312824696308545
3405871,208,2012,Female,3,2,3,118,1,1,0,NA,NA,NA,-0.03547354685859749
3405872,149,2012,Female,3,2,3,123,1,1,2,NA,NA,NA,-0.03408670797964964
3405873,149,2012,Female,3,3,3,120,0,0,0,NA,NA,NA,1.3480054910627761
3405874,149,2012,Female,3,1,3,122,0,0,1,NA,NA,NA,-0.04998230217412708
3405875,214,2012,Female,4,2,4,116,1,1,0,NA,NA,NA,0.27790268525828926
3405876,214,2012,Female,3,1,4,115,0,0,1,NA,NA,NA,-0.25108268487323193
3405877,214,2012,Male,3,3,4,116,0,0,1,NA,NA,NA,0.38963442385510694
3405878,214,2012,Female,3,4,4,122,0,0,2,NA,NA,NA,0.7448289168486903
3405879,226,2012,Female,4,1,3,118,0,0,1,Yes,2013-07-29T00:00:00Z,NA,0.9876395045218713
3405880,226,2012,Male,4,2,3,119,1,1,0,NA,NA,NA,0.3001244420964442
3405881,226,2012,Male,4,3,3,122,0,0,1,NA,NA,NA,0.8736902095140933
3405882,39,2012,Female,4,1,3,112,0,0,0,Yes,2013-01-01T00:00:00Z,NA,0.8137181924418092
3405883,39,2012,Male,4,2,3,115,0,0,0,NA,NA,NA,-0.1772823493215586
3405884,39,2012,Female,4,3,3,123,0,0,1,NA,NA,NA,-2.7716319176826922
3405885,154,2012,Male,2,2,3,121,0,0,1,NA,NA,NA,0.12473755324298365
3405886,154,2012,Female,3,3,3,118,0,0,0,Yes,2013-04-20T00:00:00Z,NA,0.16030711162420974
